country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt
Brazil,South America,Upper-middle,2009,192079958,2.58957E+12,466.17,506.15,0,1.24,415.11,390.99,12.96,38.1,0,0.266,89.047,8.173,91.827,87.37,0.56
Brazil,South America,Upper-middle,2010,193701931,2.82049E+12,515.8,550.45,0,2.18,437.41,403.29,14.52,63.87,0,0.423,84.802,12.383,87.617,114.15,0.98
Brazil,South America,Upper-middle,2011,195284736,2.96846E+12,531.76,567.65,0,2.7,463.66,428.33,15.66,52.44,0,0.508,87.193,9.862,90.138,99.76,1.22
Brazil,South America,Upper-middle,2012,196876113,3.02548E+12,552.5,592.76,0,5.05,456.16,415.34,16.04,80.3,0,0.914,82.563,14.534,85.466,128.34,2.27
Brazil,South America,Upper-middle,2013,198478290,3.11639E+12,570.83,611.16,0,6.58,438.54,390.99,15.45,116.84,0,1.153,76.825,20.468,79.532,167.84,2.96
Brazil,South America,Upper-middle,2014,200085126,3.1321E+12,590.55,624.33,0.02,12.21,432.75,373.44,15.38,142.42,0.003,2.068,73.279,24.117,75.883,192.94,5.5
Brazil,South America,Upper-middle,2015,201675534,3.02104E+12,581.22,615.64,0.06,21.63,431.31,359.74,14.73,135.18,0.01,3.721,74.208,23.258,76.742,188.64,9.76
Brazil,South America,Upper-middle,2016,203218108,2.92208E+12,578.89,619.68,0.09,33.49,465.82,380.91,15.86,97.21,0.016,5.785,80.468,16.792,83.208,149.65,15.11
Brazil,South America,Upper-middle,2017,204703440,2.96073E+12,589.32,625.67,0.83,42.37,467.02,370.91,15.74,106.56,0.141,7.19,79.247,18.082,81.918,155.88,19.44
Brazil,South America,Upper-middle,2018,206107265,3.01354E+12,601.39,636.37,3.46,48.48,495.29,388.97,15.67,90.43,0.575,8.061,82.358,15.037,84.963,136.95,23.37
Brazil,South America,Upper-middle,2019,207455459,3.05033E+12,633.33,658.29,6.65,55.99,515.44,397.88,16.13,101.76,1.05,8.841,81.386,16.067,83.933,141.93,28.19
Brazil,South America,Upper-middle,2020,208660845,2.95038E+12,628.76,653.48,10.75,57.05,522.92,396.38,14.05,91.79,1.71,9.073,83.167,14.599,85.401,133.36,30.51
Brazil,South America,Upper-middle,2021,209550291,3.09757E+12,656.4,679.5,16.75,72.29,507.87,362.82,14.7,133.83,2.552,11.013,77.372,20.388,79.612,168.07,40.07
Brazil,South America,Upper-middle,2022,210306411,3.18741E+12,677.16,690.07,30.13,81.63,593.89,427.11,14.56,68.71,4.449,12.055,87.703,10.147,89.853,103.39,50.29
Brazil,South America,Upper-middle,2023,211140731,,708.12,723.23,50.63,95.8,630.19,426,14.5,63.43,7.15,13.529,88.995,8.958,91.042,96.26,65.89
Brazil,South America,Upper-middle,2024,211998565,,745.72,757.31,71.32,108.49,651.26,413.21,15.78,78.68,9.564,14.548,87.333,10.551,89.449,106.06,80.91
Brazil,South America,Upper-middle,2025,212812397,,750.53,762.12,88.64,117.58,649.97,388.63,15.87,84.69,11.81,15.666,86.601,11.284,88.716,109.95,92.8
Canada,North America,High,2000,30891800,1.13768E+12,603.82,567.99,0.02,0.26,365.96,356.76,72.29,165.57,0.003,0.043,60.607,27.42,72.58,245.69,0.13
Canada,North America,High,2001,31213578,1.16146E+12,587.76,565.46,0.02,0.33,341.54,331.52,76.16,170.06,0.003,0.056,58.109,28.934,71.066,255.65,0.16
Canada,North America,High,2002,31535579,1.19987E+12,599.79,578.48,0.02,0.41,359.75,349.27,75,165.04,0.003,0.068,59.979,27.516,72.484,245.12,0.19
Canada,North America,High,2003,31836483,1.22458E+12,588.27,582.53,0.02,0.69,346.27,336.14,74.37,167.63,0.003,0.117,58.862,28.495,71.505,251.64,0.32
Canada,North America,High,2004,32132680,1.26592E+12,598.5,587.97,0.01,0.94,349.15,338.4,89.76,159.59,0.002,0.157,58.338,26.665,73.335,235.34,0.43
Canada,North America,High,2005,32440172,1.31008E+12,620.5,596.65,0.02,1.57,372.71,361.96,91.4,156.39,0.003,0.253,60.066,25.204,74.796,225.01,0.72
Canada,North America,High,2006,32759174,1.34829E+12,608.43,589.32,0.02,2.47,364.32,352.89,97.28,146.83,0.003,0.406,59.879,24.133,75.867,216.51,1.12
Canada,North America,High,2007,33092171,1.37993E+12,634.19,603.24,0.03,3.01,379.65,367.62,92.83,161.71,0.005,0.475,59.864,25.499,74.501,227.76,1.37
Canada,North America,High,2008,33449088,1.39794E+12,635.11,602.95,0.04,3.79,389.3,377.49,95.35,150.46,0.006,0.597,61.296,23.69,76.31,213.48,1.72
Canada,North America,High,2009,33826370,1.36054E+12,613.87,580.25,0.11,6.64,384.38,368.69,89.46,140.03,0.018,1.082,62.616,22.811,77.189,204.33,3.04
Canada,North America,High,2010,34196900,1.40636E+12,607.03,582.01,0.26,8.72,370.67,351.39,90.03,146.33,0.043,1.437,61.063,24.106,75.894,214.78,4.04
Canada,North America,High,2011,34555449,1.45422E+12,638.27,601.59,0.57,10.19,396.69,375.72,92.94,148.64,0.089,1.597,62.151,23.288,76.712,206.18,4.84
Canada,North America,High,2012,34922513,1.47983E+12,636.54,589.79,0.88,11.31,403.37,380.27,94.2,138.97,0.138,1.777,63.369,21.832,78.168,193.39,5.49
Canada,North America,High,2013,35293421,1.5143E+12,655.69,603.81,1.5,11.15,415.48,391.79,102.72,137.49,0.229,1.7,63.365,20.969,79.031,186.96,5.69
Canada,North America,High,2014,35634265,1.55776E+12,652.97,607.36,2.12,12.82,407.24,382.5,106.54,139.19,0.325,1.963,62.367,21.316,78.684,188.86,6.72
Canada,North America,High,2015,35962236,1.56803E+12,661.08,601.55,2.89,26.97,422.04,382.19,101.1,137.94,0.437,4.08,63.841,20.866,79.134,184.37,13.44
Canada,North America,High,2016,36353345,1.58373E+12,667.13,603.33,3.01,30.93,430.73,385.43,100.72,135.68,0.451,4.636,64.565,20.338,79.662,180.88,15.27
Canada,North America,High,2017,36808498,1.63187E+12,669.35,607.11,3.31,31.51,440.56,394.59,100.6,128.19,0.495,4.708,65.819,19.151,80.849,172.06,15.67
Canada,North America,High,2018,37294996,1.67719E+12,661.2,613,3.49,33.47,433.39,385.89,100.03,127.78,0.528,5.062,65.546,19.325,80.675,170.86,16.63
Canada,North America,High,2019,37782934,1.70886E+12,655.7,608.62,3.75,32.88,428.71,381.77,100.49,126.5,0.572,5.014,65.382,19.292,80.708,169.99,16.48
Canada,North America,High,2020,38171903,1.62214E+12,655.89,598.25,4.07,35.76,436.79,386.55,97.51,121.59,0.621,5.452,66.595,18.538,81.462,161.69,17.92
Canada,North America,High,2021,38454058,1.70344E+12,652.4,605.11,5.11,37.3,435.39,382.43,91.98,125.03,0.783,5.717,66.737,19.165,80.835,165.37,19.08
Canada,North America,High,2022,38821259,1.7613E+12,664.08,612.97,5.74,39.48,452.47,397.73,86.63,124.98,0.864,5.945,68.135,18.82,81.18,160.6,20.35
Canada,North America,High,2023,39299098,,641.39,613.63,8.4,40.51,419.45,360.74,88.43,133.51,1.31,6.316,65.397,20.816,79.184,174.37,22.01
Canada,North America,High,2024,39742429,,636.79,624.36,9.42,46.83,409.28,343.2,85.47,142.04,1.479,7.354,64.272,22.306,77.694,185.35,25.31
Canada,North America,High,2025,40126728,,652.44,645.64,10.17,51.48,416.91,344.74,85.32,150.21,1.559,7.89,63.9,23.023,76.977,190.72,27.74
Chile,South America,High,2000,15503638,2.33341E+11,41.12,42.31,0,0,20.49,19.55,0,20.63,0,0,49.83,50.17,49.83,388.13,0
Chile,South America,High,2001,15683852,2.39643E+11,42.32,43.71,0,0.01,22.87,20.79,0,19.45,0,0.024,54.041,45.959,54.041,336.48,0
Chile,South America,High,2002,15857926,2.43289E+11,43.44,45.25,0,0.01,23.99,22.04,0,19.45,0,0.023,55.226,44.774,55.226,330.11,0
Chile,South America,High,2003,16024755,2.50723E+11,46.63,48.58,0,0.01,23.28,21.46,0,23.35,0,0.021,49.925,50.075,49.925,355.35,0
Chile,South America,High,2004,16187324,2.64146E+11,51,52.9,0,0.01,23.8,21.76,0,27.2,0,0.02,46.667,53.333,46.667,391.77,0
Chile,South America,High,2005,16348780,2.78001E+11,52.22,54.37,0,0.01,28.02,26.22,0,24.2,0,0.019,53.658,46.342,53.658,347.57,0
Chile,South America,High,2006,16509195,2.93258E+11,55.04,57.33,0,0.01,30.28,28.84,0,24.76,0,0.018,55.015,44.985,55.015,355.38,0
Chile,South America,High,2007,16671571,3.05709E+11,58.28,59.91,0,0.01,25.61,22.9,0,32.67,0,0.017,43.943,56.057,43.943,456.93,0
Chile,South America,High,2008,16838987,3.14032E+11,59.46,60.61,0,0.04,27.07,23.95,0,32.39,0,0.067,45.526,54.474,45.526,454.42,0.02
Chile,South America,High,2009,17009730,3.0666E+11,60.37,61.72,0,0.08,29.39,25.04,0,30.98,0,0.133,48.683,51.317,48.683,435.98,0.04
Chile,South America,High,2010,17181463,3.21457E+11,60.25,61.21,0,0.33,24.22,21.64,0,36.03,0,0.548,40.199,59.801,40.199,481.66,0.15
Chile,South America,High,2011,17351810,3.38709E+11,65.65,66.38,0,0.34,25.95,20.94,0,39.7,0,0.518,39.528,60.472,39.528,493.07,0.15
Chile,South America,High,2012,17519116,3.59556E+11,69.57,69.57,0,0.41,25.24,19.98,0,44.33,0,0.589,36.28,63.72,36.28,531.41,0.18
Chile,South America,High,2013,17687006,3.71454E+11,72.84,72.84,0.01,0.55,26,19.68,0,46.84,0.014,0.755,35.695,64.305,35.695,551.76,0.25
Chile,South America,High,2014,17864192,3.78114E+11,70.17,70.17,0.48,1.44,30.06,22.81,0,40.11,0.684,2.052,42.839,57.161,42.839,493.66,0.86
Chile,South America,High,2015,18047630,3.86251E+11,74.91,74.91,1.24,2.11,32.36,23.4,0,42.55,1.655,2.817,43.199,56.801,43.199,491.39,1.51
Chile,South America,High,2016,18267225,3.93022E+11,78.83,78.83,2.59,2.45,33.81,22.81,0,45.02,3.286,3.108,42.89,57.11,42.89,496.39,2.27
Chile,South America,High,2017,18558868,3.9836E+11,78.93,78.89,3.84,3.52,34.37,20.89,0,44.56,4.865,4.46,43.545,56.455,43.545,487.27,3.31
Chile,South America,High,2018,18893185,4.14254E+11,81.76,81.76,5.12,3.58,37.5,22.9,0,44.26,6.262,4.379,45.866,54.134,45.866,470.28,3.92
Chile,South America,High,2019,19197748,4.17332E+11,83.98,83.98,6.3,4.89,38.81,22.03,0,45.17,7.502,5.823,46.213,53.787,46.213,456.54,5.04
Chile,South America,High,2020,19370621,3.91687E+11,83.58,83.58,7.53,5.55,40.49,21.93,0,43.09,9.009,6.64,48.445,51.555,48.445,436.83,5.89
Chile,South America,High,2021,19456323,4.37659E+11,88.1,88.1,10.56,7.62,43.07,18.96,0,45.03,11.986,8.649,48.888,51.112,48.888,430.99,8.18
Chile,South America,High,2022,19553033,4.48338E+11,91.04,91.04,15.71,8.88,50.37,20.68,0,40.67,17.256,9.754,55.327,44.673,55.327,372.8,11.07
Chile,South America,High,2023,19658833,,89.23,89.23,17.94,9.46,56.34,23.3,0,32.89,20.105,10.602,63.14,36.86,63.14,303.82,12.33
Chile,South America,High,2024,19764774,,88.62,88.62,20.19,10.43,62.07,26,0,26.55,22.783,11.769,70.041,29.959,70.041,259.87,13.78
Chile,South America,High,2025,19859919,,88.5,88.5,22.18,11.58,58.74,19.68,0,29.76,25.062,13.085,66.373,33.627,66.373,289.49,15.19
China,Asia,Upper-middle,2000,1269581174,5.95268E+12,1355.6,1346.85,0.02,0.59,225.56,222.41,16.74,1113.3,0.001,0.044,16.639,82.126,17.874,783.51,0.27
China,Asia,Upper-middle,2001,1278725061,6.32974E+12,1480.79,1472.19,0.03,0.72,280.73,277.43,17.47,1182.59,0.002,0.049,18.958,79.862,20.138,762.88,0.34
China,Asia,Upper-middle,2002,1286866835,6.81449E+12,1654.01,1645.61,0.05,0.84,291.41,287.97,25.13,1337.47,0.003,0.051,17.618,80.862,19.138,773.3,0.4
China,Asia,Upper-middle,2003,1294517323,7.24862E+12,1910.58,1903.22,0.06,1,287.28,283.68,43.34,1579.96,0.003,0.052,15.036,82.695,17.305,790.92,0.48
China,Asia,Upper-middle,2004,1302100316,7.83095E+12,2203.31,2197.23,0.08,1.28,357.43,353.54,50.47,1795.41,0.004,0.058,16.222,81.487,18.513,778.5,0.61
China,Asia,Upper-middle,2005,1310027135,8.60294E+12,2500.26,2494.08,0.08,1.95,404.37,397.02,53.09,2042.8,0.003,0.078,16.173,81.704,18.296,782.08,0.91
China,Asia,Upper-middle,2006,1318054030,9.48954E+12,2865.72,2858.84,0.09,3.71,446.72,435.79,54.84,2364.16,0.003,0.129,15.588,82.498,17.502,786.64,1.71
China,Asia,Upper-middle,2007,1325813576,1.03582E+13,3281.54,3271.23,0.11,5.48,500.71,485.26,62.13,2718.7,0.003,0.167,15.258,82.848,17.152,785.24,2.52
China,Asia,Upper-middle,2008,1333821011,1.07991E+13,3495.76,3482.96,0.15,13.1,665.08,636.96,68.39,2762.29,0.004,0.375,19.025,79.018,20.982,747.06,5.96
China,Asia,Upper-middle,2009,1342522717,1.15725E+13,3714.64,3703.26,0.28,27.61,664.39,615.64,70.05,2980.2,0.008,0.743,17.886,80.229,19.771,753.13,12.55
China,Asia,Upper-middle,2010,1351561505,1.28588E+13,4207.16,4193.65,0.7,49.4,786.38,711.38,74.74,3346.04,0.017,1.174,18.691,79.532,20.468,740.75,22.54
China,Asia,Upper-middle,2011,1360250658,1.36915E+13,4713.02,4700.28,2.61,74.1,792.38,688.04,87.2,3833.44,0.055,1.572,16.813,81.337,18.663,752.36,34.52
China,Asia,Upper-middle,2012,1369520866,1.47732E+13,4987.54,4976.76,3.59,103.05,999.56,862.79,98.32,3889.66,0.072,2.066,20.041,77.988,22.012,720.28,47.99
China,Asia,Upper-middle,2013,1379008040,1.59255E+13,5431.63,5420.4,8.37,138.26,1093.37,909.61,111.5,4226.76,0.154,2.545,20.13,77.818,22.182,717.51,65.98
China,Asia,Upper-middle,2014,1387951970,1.71039E+13,5794.45,5783.04,23.51,159.76,1289.23,1059.69,133.22,4372,0.406,2.757,22.249,75.452,24.548,693.85,82.47
China,Asia,Upper-middle,2015,1396134171,1.83012E+13,5814.58,5802.14,39.48,185.59,1393.66,1114.52,171.38,4249.54,0.679,3.192,23.968,73.084,26.916,667.85,101.28
China,Asia,Upper-middle,2016,1404052628,1.95457E+13,6133.16,6120.44,66.53,240.86,1522.79,1153.27,213.18,4397.19,1.085,3.927,24.829,71.695,28.305,651.76,138.33
China,Asia,Upper-middle,2017,1412354730,2.08944E+13,6604.44,6591.39,117.8,304.6,1667.06,1165.06,248.1,4689.28,1.784,4.612,25.242,71.002,28.998,644.21,190.08
China,Asia,Upper-middle,2018,1419008954,2.22943E+13,7166.14,7150.92,176.9,365.8,1835.39,1198.89,295,5035.75,2.469,5.105,25.612,70.271,29.729,636.89,244.22
China,Asia,Upper-middle,2019,1423520357,2.36319E+13,7503.43,7486.63,224,405.3,2014.64,1272.54,348.7,5140.09,2.985,5.402,26.85,68.503,31.497,619.63,283.18
China,Asia,Upper-middle,2020,1426106093,2.41518E+13,7779.07,7762.03,261.1,466.5,2185.01,1321.71,366.2,5227.86,3.356,5.997,28.088,67.204,32.796,606.29,327.42
China,Asia,Upper-middle,2021,1426437269,2.61806E+13,8534.26,8520.02,327,655.8,2448.8,1300,407.5,5677.96,3.832,7.684,28.694,66.531,33.469,599.05,442.26
China,Asia,Upper-middle,2022,1425179562,2.6966E+13,8848.71,8835.76,427.27,762.67,2670.66,1298.12,417.78,5760.27,4.829,8.619,30.181,65.097,34.903,586.75,535.47
China,Asia,Upper-middle,2023,1422584930,,9456.45,9439.37,584.15,885.87,2894.22,1226,434.72,6127.51,6.177,9.368,30.606,64.797,35.203,583.04,661.51
China,Asia,Upper-middle,2024,1419321284,,10086.88,10069.88,839.04,997.04,3398.83,1354.25,450.85,6237.2,8.318,9.885,33.696,61.835,38.165,555.4,826.24
China,Asia,Upper-middle,2025,1416096093,,10583.36,10563.9,1174.96,1135.44,3920.47,1397.06,487.61,6175.28,11.102,10.729,37.044,58.349,41.651,525.34,1039.68
Colombia,South America,Upper-middle,2000,39089939,3.30616E+11,42.81,42.85,0.01,0,32.26,31.75,0,10.55,0.023,0,75.356,24.644,75.356,189.21,0
Colombia,South America,Upper-middle,2001,39709263,3.36097E+11,43.14,42.97,0.01,0,31.99,31.48,0,11.15,0.023,0,74.154,25.846,74.154,197.73,0
Colombia,South America,Upper-middle,2002,40324684,3.44518E+11,44.71,44.1,0.01,0,34.13,33.63,0,10.58,0.022,0,76.336,23.664,76.336,183.4,0
Colombia,South America,Upper-middle,2003,40937426,3.57889E+11,46.2,45.09,0.01,0,36.32,35.81,0,9.88,0.022,0,78.615,21.385,78.615,172.08,0
Colombia,South America,Upper-middle,2004,41543177,3.76728E+11,49.33,47.7,0.01,0.05,40.21,39.68,0,9.12,0.02,0.101,81.512,18.488,81.512,148.39,0.03
Colombia,South America,Upper-middle,2005,42128978,3.94076E+11,49.94,48.2,0.01,0.05,39.96,39.4,0,9.98,0.02,0.1,80.016,19.984,80.016,159.99,0.03
Colombia,South America,Upper-middle,2006,42691081,4.20284E+11,53.34,51.55,0.01,0.06,42.91,42.31,0,10.43,0.019,0.112,80.446,19.554,80.446,158.98,0.03
Colombia,South America,Upper-middle,2007,43235374,4.48731E+11,54.79,53.95,0.01,0.05,44.59,44,0,10.2,0.018,0.091,81.383,18.617,81.383,155.14,0.03
Colombia,South America,Upper-middle,2008,43758805,4.64039E+11,55.48,54.08,0.01,0.05,46.54,45.94,0,8.94,0.018,0.09,83.886,16.114,83.886,137.53,0.03
Colombia,South America,Upper-middle,2009,44271543,4.71327E+11,56.75,55.69,0.01,0.06,41.25,40.64,0,15.5,0.018,0.106,72.687,27.313,72.687,211.63,0.03
Colombia,South America,Upper-middle,2010,44777325,4.8987E+11,60.23,59.44,0.01,0.04,42.47,40,0,17.76,0.017,0.066,70.513,29.487,70.513,229.45,0.02
Colombia,South America,Upper-middle,2011,45259614,5.21323E+11,61.7,60.17,0.01,0.04,50.44,48.39,0,11.26,0.016,0.065,81.75,18.25,81.75,151.38,0.02
Colombia,South America,Upper-middle,2012,45715807,5.41723E+11,63.06,62.35,0.01,0.05,49.12,47.11,0,13.94,0.016,0.079,77.894,22.106,77.894,179.04,0.03
Colombia,South America,Upper-middle,2013,46151583,5.69535E+11,73.51,72.16,0.01,0.06,50.88,49.76,0,22.63,0.014,0.082,69.215,30.785,69.215,236.02,0.03
Colombia,South America,Upper-middle,2014,46565426,5.95158E+11,70.46,69.66,0.01,0.07,48.68,47.25,0,21.78,0.014,0.099,69.089,30.911,69.089,236.73,0.04
Colombia,South America,Upper-middle,2015,46969938,6.12751E+11,77.97,77.56,0.01,0.07,49.39,47.94,0,28.58,0.013,0.09,63.345,36.655,63.345,275.36,0.04
Colombia,South America,Upper-middle,2016,47437513,6.25545E+11,76.17,76.5,0.01,0.05,49.98,48.46,0,26.19,0.013,0.066,65.616,34.384,65.616,259.55,0.03
Colombia,South America,Upper-middle,2017,48131076,6.34046E+11,78.47,78.54,0.01,0,62.07,60.64,0,16.4,0.013,0,79.1,20.9,79.1,166.18,0
Colombia,South America,Upper-middle,2018,49024463,6.50303E+11,78.21,78.32,0.02,0.04,59.7,58.19,0,18.51,0.026,0.051,76.333,23.667,76.333,187.44,0.03
Colombia,South America,Upper-middle,2019,49907987,6.71028E+11,78.78,79.09,0.13,0.06,54.74,52.98,0,24.04,0.165,0.076,69.485,30.515,69.485,240.92,0.09
Colombia,South America,Upper-middle,2020,50629997,6.22365E+11,77.75,78.8,0.19,0.01,50.79,48.44,0,26.96,0.244,0.013,65.325,34.675,65.325,271.25,0.09
Colombia,South America,Upper-middle,2021,51188174,6.90925E+11,84.36,84.48,0.33,0.06,63.33,60.7,0,21.03,0.391,0.071,75.071,24.929,75.071,195.83,0.18
Colombia,South America,Upper-middle,2022,51737944,7.42717E+11,82.86,83.29,0.63,0.07,61.61,58.73,0,21.25,0.76,0.084,74.354,25.646,74.354,202.15,0.32
Colombia,South America,Upper-middle,2023,52321152,,86.58,86.58,1.35,0.22,58,54.22,0,28.58,1.559,0.254,66.99,33.01,66.99,258.37,0.71
Colombia,South America,Upper-middle,2024,52886360,,89.14,89.14,3.43,0.15,54.68,48.88,0,34.46,3.848,0.168,61.342,38.658,61.342,298.3,1.61
Colombia,South America,Upper-middle,2025,53425629,,90.36,91.61,4.6,0.15,69.6,62.5,0,20.76,5.091,0.166,77.025,22.975,77.025,186.81,2.14
Czechia,Europe,High,2000,10236809,1.7431E+11,72.9,62.88,0,0,2.28,1.76,13.59,57.03,0,0,3.128,78.23,21.77,767.08,0
Czechia,Europe,High,2001,10231942,1.81753E+11,74.22,64.68,0,,2.57,2.05,14.75,56.9,0,,3.463,76.664,23.336,751.82,0
Czechia,Europe,High,2002,10239474,1.87045E+11,76,64.61,0,0,2.99,2.49,18.74,54.27,0,0,3.934,71.408,28.592,699.34,0
Czechia,Europe,High,2003,10248907,1.96328E+11,82.79,66.58,0,0,1.87,1.38,25.87,55.05,0,0,2.259,66.494,33.506,651.89,0
Czechia,Europe,High,2004,10261453,2.08726E+11,83.79,68.07,0,0.01,2.74,2.02,26.33,54.72,0,0.012,3.27,65.306,34.694,640.17,0
Czechia,Europe,High,2005,10280155,2.25303E+11,81.93,69.3,0,0.02,3.13,2.38,24.73,54.07,0,0.024,3.82,65.995,34.005,646.65,0.01
Czechia,Europe,High,2006,10304592,2.43992E+11,83.66,71.03,0,0.05,3.52,2.55,26.05,54.09,0,0.06,4.208,64.655,35.345,634.11,0.02
Czechia,Europe,High,2007,10337539,2.60673E+11,87.77,71.62,0,0.13,3.42,2.09,26.17,58.18,0,0.148,3.897,66.287,33.713,652.27,0.06
Czechia,Europe,High,2008,10378298,2.7171E+11,83.28,71.81,0.01,0.24,3.72,2.02,26.55,53.01,0.012,0.288,4.467,63.653,36.347,627.52,0.11
Czechia,Europe,High,2009,10420985,2.6192E+11,81.64,68,0.09,0.29,4.66,2.43,27.21,49.77,0.11,0.355,5.708,60.963,39.037,603.14,0.17
Czechia,Europe,High,2010,10464035,2.71232E+11,85.22,70.27,0.62,0.34,5.91,2.79,28,51.31,0.728,0.399,6.935,60.209,39.791,593.64,0.43
Czechia,Europe,High,2011,10495508,2.79083E+11,86.64,69.6,2.18,0.4,7.24,1.96,28.28,51.12,2.516,0.462,8.356,59.003,40.997,583.56,1.16
Czechia,Europe,High,2012,10507339,2.76892E+11,86.58,69.46,2.15,0.42,8.07,2.13,30.32,48.19,2.483,0.485,9.321,55.66,44.34,552.78,1.16
Czechia,Europe,High,2013,10511164,2.76765E+11,85.91,69.02,2.03,0.48,9.3,2.73,30.75,45.86,2.363,0.559,10.825,53.381,46.619,527.53,1.13
Czechia,Europe,High,2014,10517223,2.83026E+11,84.98,68.68,2.12,0.48,9.17,1.91,30.33,45.48,2.495,0.565,10.791,53.518,46.482,530.83,1.17
Czechia,Europe,High,2015,10524418,2.98276E+11,82.49,69.98,2.26,0.57,9.41,1.79,26.84,46.24,2.74,0.691,11.407,56.055,43.945,553.16,1.27
Czechia,Europe,High,2016,10531946,3.05844E+11,82,71.03,2.13,0.5,9.39,2,24.1,48.51,2.598,0.61,11.451,59.159,40.841,573.9,1.18
Czechia,Europe,High,2017,10541343,3.21652E+11,85.76,72.72,2.2,0.59,9.63,1.87,28.34,47.79,2.565,0.688,11.229,55.725,44.275,542.33,1.26
Czechia,Europe,High,2018,10548934,3.3201E+11,86.84,72.93,2.36,0.61,9.43,1.63,29.92,47.49,2.718,0.702,10.859,54.687,45.313,532.59,1.34
Czechia,Europe,High,2019,10554872,3.42069E+11,85.72,72.62,2.32,0.7,10.06,2.01,30.25,45.41,2.706,0.817,11.736,52.975,47.025,503.5,1.36
Czechia,Europe,High,2020,10550129,3.23245E+11,80.1,69.95,2.29,0.7,10.34,2.14,30.04,39.72,2.859,0.874,12.909,49.588,50.412,460.18,1.35
Czechia,Europe,High,2021,10530683,3.34729E+11,83.66,72.58,2.25,0.6,10.64,2.41,30.73,42.29,2.689,0.717,12.718,50.55,49.45,471.79,1.28
Czechia,Europe,High,2022,10673216,3.42967E+11,83.73,70.2,2.63,0.64,10.77,2.09,31.02,41.94,3.141,0.764,12.863,50.09,49.91,488.36,1.47
Czechia,Europe,High,2023,10809722,,75.8,66.62,2.89,0.7,11.14,2.36,30.41,34.25,3.813,0.923,14.697,45.185,54.815,442.61,1.62
Czechia,Europe,High,2024,10735857,,72.81,66.15,3.59,0.67,12.3,2.66,29.7,30.81,4.931,0.92,16.893,42.316,57.684,414.23,1.92
Czechia,Europe,High,2025,10609241,,75.5,68.04,4.39,0.57,12.72,1.71,31.94,30.84,5.815,0.755,16.848,40.848,59.152,401.46,2.23
Egypt,Africa,Lower-middle,2000,73083287,4.4425E+11,73.32,73.17,0,0.08,14.26,14.18,0,59.06,0,0.109,19.449,80.551,19.449,525.64,0.04
Egypt,Africa,Lower-middle,2001,74652035,4.75679E+11,80.71,80.5,0,0.18,14.59,14.41,0,66.12,0,0.223,18.077,81.923,18.077,533.76,0.08
Egypt,Africa,Lower-middle,2002,76239140,5.01912E+11,86.23,85.45,0,0.21,14.2,13.99,0,72.03,0,0.244,16.468,83.532,16.468,542.97,0.09
Egypt,Africa,Lower-middle,2003,77853548,5.2875E+11,92.19,91.27,0,0.29,13.23,12.94,0,78.96,0,0.315,14.351,85.649,14.351,556.03,0.13
Egypt,Africa,Lower-middle,2004,79477441,5.61598E+11,98.25,97.55,0,0.5,13.33,12.83,0,84.92,0,0.509,13.567,86.433,13.567,559.9,0.22
Egypt,Africa,Lower-middle,2005,81101012,6.00297E+11,104.94,104.16,0,0.51,13.15,12.64,0,91.79,0,0.486,12.531,87.469,12.531,566.99,0.23
Egypt,Africa,Lower-middle,2006,82700404,6.50404E+11,111.66,111.31,0,0.61,13.39,12.78,0,98.27,0,0.546,11.992,88.008,11.992,570.21,0.27
Egypt,Africa,Lower-middle,2007,84276224,7.13462E+11,119.86,119.3,0,0.66,14.88,14.22,0,104.98,0,0.551,12.414,87.586,12.414,567.58,0.3
Egypt,Africa,Lower-middle,2008,85864791,7.75304E+11,128.8,127.9,0,0.93,16.03,15.1,0,112.77,0,0.722,12.446,87.554,12.446,567.39,0.42
Egypt,Africa,Lower-middle,2009,87501635,8.31415E+11,134.27,133.33,0,1.04,14.81,13.77,0,119.46,0,0.775,11.03,88.97,11.03,576.45,0.47
Egypt,Africa,Lower-middle,2010,89196073,8.98751E+11,144.43,142.99,0.03,1.41,14.39,12.95,0,130.04,0.021,0.976,9.963,90.037,9.963,582.7,0.65
Egypt,Africa,Lower-middle,2011,91093066,9.23053E+11,149.56,147.98,0.24,1.49,14.72,12.99,0,134.84,0.16,0.996,9.842,90.158,9.842,583.18,0.78
Egypt,Africa,Lower-middle,2012,93161000,9.50287E+11,162.84,162.44,0.5,1.34,14.87,13.03,0,147.97,0.307,0.823,9.132,90.868,9.132,587.88,0.83
Egypt,Africa,Lower-middle,2013,95333551,9.84557E+11,165.08,164.68,0.03,1.58,14.85,13.24,0,150.23,0.018,0.957,8.996,91.004,8.996,589.17,0.72
Egypt,Africa,Lower-middle,2014,97528655,1.03572E+12,171.24,170.56,0.14,1.03,14.76,13.59,0,156.48,0.082,0.601,8.619,91.381,8.619,591.86,0.53
